"ID","question","questionType"
66445,"Do i only get the band or i get the entire thing band and the ipod in it?",0
61265,"will this work with an iphone 5s?",1
2998,"Are these in plastic or glass containers with the 10/2014 date??",0
41482,"what kind of charger does it use?",0
16058,"Can this be whipped into whipped cream?",1
108785,"Is there any possible update to 4.4 through OTA ?",1
83962,"Does this come with an adapter to charge the Ipad2/Iphone4S?",1
4966,"Quinine",0
28760,"Can this work with a VOIP phone (Cisco IP Phone 7916)? I m not finding any 3.5mm plug for it to attach to the phone.",1
31812,"Does this work with Samsung Glaxy 3s ?",1
29123,"this phone work in Venezuela? someone has used it with Movistar?",0
35070,"This headset can be use with a cellphone to receive /make calls?",0
12636,"is this popcorn hull less? big or small popped corn .",1
100207,"Hello, would this battery work for my samsung galaxy s3 GT-18200L?",1
85222,"This case comes with a face plate to protect the screen and the back part that clips together?",0
3974,"Have you tried brewing it in a Kuerig Coffee maker?",1
15203,"I specifically need to know the ounce amount. I m unable to enlarge photo of container enough on outside to see total wt....can someone let me know?",0
22735,"Why is the 3 pack more expensive than 3x1 packs?",0
31195,"import my pictures from my Samsung Galaxy S II to computer: what cord do I buy?",0
32483,"Can my contact list be transfered from my phone to the jitter bug",1
102308,"What s the warranty on this phone?",0
86127,"Hi there, per the description, I expected these to fit on an iPhone 4. However, unfortunately they don t. Is there a particular size I need to order?",1
45294,"Can you play your own downloaded music that you have on your phone or do you have to use their music app?",0
62241,"Will the phone work 4G, LTE or only 3G on the AT&amp;T network?",1
60469,"Does this case help protect the screen from shattering if the phone is dropped?",1
111008,"Are there differences between this model and GT-I8190?",1
88706,"is there something over the screen? Or just hard case around the phone?",0
67818,"What is the diameter of the suction cup? If it s close to 2 1/8 , then this may work for me. Thanks.",0
5493,"is bottle glass or plastic",0
19121,"What s the caffeine content?",0
64578,"is the phone unlocked",1
74039,"Is it possible to keep phone in video viewing position with this case?",1
57,"ingredients",0
42591,"Hi,can you tell me what comes it the box. Are headphones included ? Thanks",1
84545,"Does this phone come preloaded with MS Office apps (Word, Excel, One Note, etc.)?",1
30374,"Is the cover magnetic or velcrow",0
98017,"Can t find any warranty info on the package or instructions?",1
26110,"DOES machine use HE detergent?",1
74828,"Can you tell me if it comes with the 2.5  Phillips Driver and 2.5  Pentalobe Driver that can help me replace the battery of the iPhone 4 ?",0
98977,"Does the light stay on all the time, or go off after your phone or tablet is fully charged? I am looking for a charger/night light for travel.",0
60941,"does this charge a Nook color?",1
46652,"unit doesn t seem to want to go into pairing mode any ideas? yes I read the manual a few times. or do you think I just got a defective unit ?",0
6040,"How does the taste of this product compare to the taste of Truvia?",0
44383,"I have a very small head. Are these adjustable for smaller heads?",1
99941,"Will the Ibattz vogue batt station work with iPhone 5 - don t want to take it out of packaging until I am sure",1
81141,"Does it work with the new moto X?",1
108512,"is there flash behind ?",1
75449,"will this fit the iphone 5S?",1
80984,"unlocked for venezuelan sim card lines? can i use whatsapp with this cell?",0
46125,"How do I remove the icons from the screen. It is almost full. When I push the tab to pull them down and out of site, others come on.",0
36434,"Does the wall charger come with the Jawbone or do you have to buy it separately?",0
96869,"does it have a warranty ... US warranty or international warranty...",1
20317,"Do you think I can use this on a 15 year old insinkerator?",1
52723,"my daughter broke her phone inside the case therefore cant be removed so will this fit her phone with the case?",0
48841,"Hello. This product will function With Movistar phone lines in Venezuela?",0
63253,"Does this sit flush with the outlet? If not how for out does it come?",0
56042,"what is the length of these?",0
46894,"Is this product for android smart phones such as the droid charge?",1
94535,"Can this be used with a car mount holder without having to take out from the case?",1
61630,"Does the case fit in any charging docks?",1
82804,"Can I make a call if I plug the headset coming with my iphone into the audio jack?",1
10270,"Is this a powder or a liquid?",0
102592,"is the built in screen protector a thin screen that you usually see purchased seperately? or is it a thick clear plastic?",0
23652,"Is this a genuine GE manufactured part?",1
38977,"does it work with iPhone 5c",1
16926,"Re: the bio-active number ... is the higher the number related to its sweetness? So 20+ is sweeter than 10+ ?",0
32643,"can this phone be used at,t",1
45378,"Does this phone have 4G?",1
30384,"blue tooth???? Will a TracFone work?",0
36994,"Hi, I am interested in your phone Motorola Droid X MB810 Verizon, but I need to know: if the phone is unlocked for use with the operator Movistar?",0
108682,"Can anyone positively confirm that this case will charge a 5/5s WITH iOs 8? Generic cables stopped working with 8.  device Not supported  message.",0
35330,"When this mic plugged into the iPod touch, can the sound play through its speaker, i.e. two way audio.",1
2838,"How do I set it to not need coins?",0
55721,"if i buy this cord, obviously i still need to buy the adapter as well?",0
88669,"I have a N7100 Galaxy Note II from T-Mobile, will fit on it?",1
42481,"funcionas en venezuela",0
77140,"What is the footprint of this dock, after it s set up? I have a built-in  phone nook  shelf and I m not sure whether this will fit.",0
74798,"tiene para whatsapp y ping",0
42376,"i can add it to my family plan on an existing line without a contract?",0
1935,"What is your favorite Larabar flavor? What s your favorite?",0
64261,"can i use this to cut my sim for amazon fire phone?",1
65620,"Does this cover come with a screen protector, or do I have to buy a separt one?",0
14342,"How many grams of sugar per pod?",0
85694,"Does this case fit for iPhone 5?",1
109685,"I love the case but is there anyway, I can get replacemement for the volume button on the left side? It came off and is lost.",0
11646,"are these whole figs or dried figs im looking for fresh whole figgs not dried figgs",0
94956,"Is it possible to ship the phone to germany?",1
70716,"does this phone need a data plan or can it be used on a standard plan through ATT",0
93084,"will this work with the T-Mobile network?",1
108623,"WHAT IS NON RETAIL PACKAGING",0
2736,"Can anyone confirm whether the assorted bag of lollipops are made with rice syrup or tapioca syrup? Photos and description differ. Thank you!",0
96624,"How do you sync it so contacts show up instead of just a number? Directions are not very clear.",0
75664,"s4",0
98158,"Can anybody confirm what one of the other reviewers stated about photos in low light? Does the case interfere with such photos? Thanks.",0
78879,"Does this have a pocket for id/credit cards?",1
32261,"How big is the Lightning plug? Will it fit through the opening in an Incipio case?",0
56435,"My unit makes a constant very loud beeping noise when I set the microphone to mute. Is this supposed to happen and is there any way to prevent it?",0
74916,"how do I delete messages",0
107565,"Is it plastic or rubber",0
13860,"How many sheets in one count and what s the weight of one sheet?",0
553,"Are the concentrates sweetened at all?",1
98061,"Is this charger compatible with LG Nexus 5?",1
42988,"how does the power port charge back up once used? Does it come with its own cord?",0
23237,"does this fit maytag",1
111508,"I m always concered about size. How much bulk does it add to the phone compared to the Incipio Stowaway and Spigen Slim Armor card case?",0
88591,"Does it work with i-Blason Samsung Galaxy S4 Active SoftGel Flexible TPU Case ?",1
25402,"If you make a temperature change directly on the panel, does it report this change back to the ZWave network?",1
44890,"if i had a tmobile micro sim but no other phone will this work for me",0
99552,"Have AT&amp;T LG G2, looking for a case with grip on the back Does this case have that?",1
102463,"will it fit with the life proof case?",1
85984,"Which seller is best to buy this from?",0
53462,"What about a galaxy s4 with defender case?",0
15787,"is it GMO free?",1
33124,"since i have already ordered this product, i got second thoughts, this phone is a gift for my brother in India...will it work in India?",1
70123,"would this work for the HTC Droid DNA?",1
29076,"does this come with the phone adapter?",1
102303,"i put my sims card in and its not hooking up to the att network what do i do other than go to att?",0
